symbol,ex_low,ex_high,ema_mean,ema_var,count,updated_ms
ZRCUSDT,gate,binance,0.0012743820513121,7.693435803319392e-07,21,1761881105073
ZRCUSDT,gate,bybit,0.0013216897089457,5.470928560443466e-07,34,1761881105071
ZRCUSDT,binance,bybit,0.00047174235484068194,1.0983844166399342e-06,89,1761962090660
ZROUSDT,gate,bybit,0.0008377332595098,6.625418020563401e-07,13,1761881105078
ZROUSDT,gate,binance,0.0008213292177794,6.047821300989383e-07,25,1761881105080
ZROUSDT,bybit,binance,0.00019853212918619987,8.08005075667754e-08,64,1761961148279
ZRXUSDT,gate,bybit,0.0010459956881616,2.664966876010278e-07,40,1761881105087
ZRXUSDT,gate,binance,0.000756011591914,3.02997448524355e-07,41,1761881105085
ZRXUSDT,bybit,binance,0.0002803790450495053,2.2297329245818317e-07,38,1761963025169
1000BONKUSDT,binance,bybit,0.00022113983472,4.353509583328281e-07,18,1761705736489
1INCHUSDT,gate,bybit,0.000991461966342,5.66900669888012e-07,14,1761704669487
A2ZUSDT,gate,binance,0.0010619335822725,1.0636959132688207e-06,7,1761880149446
A2ZUSDT,gate,bybit,0.0011847592013786,1.1231572412401344e-06,22,1761880149450
AAVEUSDT,bybit,binance,0.0001960298374317164,7.145474165956255e-08,89,1761963022301
ACTUSDT,bybit,binance,0.0006346873752719798,9.49713398164153e-07,36,1761958351476
ACXUSDT,bybit,binance,0.0003027337366709714,3.3231774354019983e-07,50,1761963022331
ADAUSDT,binance,bybit,7.207661811179437e-05,8.943362328220232e-08,50,1761946297818
AEVOUSDT,gate,binance,0.0005418337016212,3.770523564579813e-07,28,1761881101391
AGLDUSDT,gate,binance,0.0011789953693137,9.123680163599412e-07,48,1761881101400
AI16ZUSDT,gate,binance,0.0007210687405002,3.669733566924773e-07,41,1761881101410
AI16ZUSDT,gate,bybit,0.0006870295356409,5.727710877046653e-07,28,1761881101408
AI16ZUSDT,binance,bybit,0.0004940978756169832,5.251087923070772e-07,43,1761963022374
AIAUSDT,bybit,gate,0.0006107041437052,5.966797635675587e-07,28,1761880149629
AIOTUSDT,binance,gate,0.0005513236629709,7.171912007865078e-07,17,1761876212222
AKTUSDT,bybit,gate,0.0005930186906933,4.854899408043888e-07,38,1761881101471
ALGOUSDT,gate,bybit,0.0006605997358178,3.95382237559154e-07,27,1761880149744
ALGOUSDT,binance,bybit,0.000205011120707305,1.8840153996702288e-07,42,1761961145495
ALICEUSDT,bybit,binance,0.000605076931870905,4.863818879373232e-07,24,1761945386140
ALPINEUSDT,gate,bybit,0.0005077317491523,2.437293991239651e-07,43,1761880149772
ALTUSDT,binance,gate,0.0005582422693466,5.233304105086811e-07,38,1761879179589
ALTUSDT,binance,bybit,0.0003804023815546663,6.116162506188769e-07,22,1761940679690
ALTUSDT,gate,bybit,0.0008567614707926,5.666532885340217e-07,14,1761881101516
ANIMEUSDT,binance,bybit,0.0005312416180401823,4.6062825701035677e-07,22,1761963022463
APEUSDT,bybit,binance,0.0001283774804433827,8.309962487952861e-08,62,1761963022475
APTUSDT,gate,bybit,0.0003460254155045,1.5333270690850933e-07,42,1761881101566
ARCUSDT,binance,gate,0.0019082511821681,2.853601748161516e-06,21,1761706811730
ARCUSDT,bybit,gate,0.0010809288753772,1.3579901051705096e-06,16,1761706811732
ARIAUSDT,binance,bybit,0.0002458173303839351,3.274653183894316e-07,78,1761963022504
ARKMUSDT,gate,bybit,0.0008361242388851,4.046317758521256e-07,31,1761881101588
ARKMUSDT,gate,binance,0.0007244703535629,2.488539240597982e-07,44,1761881101590
ARKUSDT,binance,gate,0.0007561374239975,7.203911560411886e-07,34,1761852118931
ARUSDT,binance,bybit,0.00021855990767157444,1.2461243232536988e-07,66,1761963022528
ASRUSDT,gate,binance,0.0006817705310938,5.889609577645445e-07,19,1761872362386
ATHUSDT,binance,bybit,0.0004668683782227289,1.445744190881726e-07,113,1761963022554
AUCTIONUSDT,binance,gate,0.000522092067322,3.5536049970158933e-07,42,1761880149969
AUSDT,binance,bybit,0.0002451579766676453,1.5168813389713194e-07,46,1761960214512
AVAUSDT,binance,bybit,0.0003456843091342586,3.1174548710120795e-07,41,1761963022590
AVAUSDT,binance,gate,0.0007839186327272,3.435937757671348e-07,33,1761881101698
AVAUSDT,bybit,gate,0.0007275264815329,4.914060419260438e-07,45,1761881101696
AVLUSDT,bybit,gate,0.0017345625972491,2.9244628027500283e-06,50,1761881101713
AVNTUSDT,bybit,gate,0.0010238281574497,2.111049888759488e-07,75,1761881101721
AXLUSDT,bybit,binance,0.0006497461166932,5.407759729849398e-07,17,1761702534951
B2USDT,binance,bybit,0.00042979174719982497,6.11650513547541e-07,14,1761930313829
B3USDT,bybit,binance,0.0013445563729390583,3.5380467824364297e-07,104,1761963022623
BABYUSDT,gate,binance,0.0006719604322707,3.768955889947894e-07,30,1761881101759
BABYUSDT,gate,bybit,0.0006799383888744,3.814049989177996e-07,30,1761880150072
BANANAS31USDT,gate,binance,0.0009420941140726,4.802532313993489e-07,45,1761881101762
BANANAUSDT,binance,bybit,0.00037554636386088666,1.2749546256691163e-07,66,1761949983040
BANKUSDT,bybit,gate,0.0006672685747771,5.705817993246688e-07,37,1761880150106
BATUSDT,gate,bybit,0.0003381243962495,5.616016490307219e-07,15,1761880150138
BATUSDT,gate,binance,0.0006159085232741,4.869981893173143e-07,26,1761880150136
BCHUSDT,gate,bybit,0.0002656466268117,2.0105762066389322e-07,38,1761881101828
BEAMXUSDT,gate,binance,0.0006695121444163,3.487174055965097e-07,33,1761881101839
BELUSDT,gate,bybit,0.0015611852657661,5.858797260210454e-07,66,1761881101847
BELUSDT,gate,binance,0.0009562417288123,5.904418531189679e-07,52,1761880150170
BELUSDT,bybit,binance,0.0001503458729133,6.098127221798428e-07,11,1761873295591
BIDUSDT,binance,gate,0.0006059262742921,8.799655241147717e-07,20,1761881101866
BLESSUSDT,binance,bybit,0.0030699856973415676,1.3605646309876133e-06,3,1761956509791
BLESSUSDT,binance,gate,0.0029506303941345,1.689245285635114e-06,3,1761881101892
BMTUSDT,binance,gate,0.0005237241475263,3.6358048955693433e-07,38,1761881101914
BNBUSDT,gate,bybit,0.0001337673127725,4.042759075717093e-07,19,1761856766474
BNBUSDT,binance,bybit,6.180278386558582e-05,1.8779726357736548e-07,34,1761962088221
BNTUSDT,gate,bybit,0.0006712937757298,6.152667159839449e-07,14,1761871423064
BOMEUSDT,bybit,gate,0.0015231780042973,8.004048321313391e-07,68,1761881101937
BRETTUSDT,bybit,gate,0.0005146026089143,3.729847247316009e-07,60,1761881101942
BROCCOLIF3BUSDT,binance,gate,0.0028167847719796,3.531844471410917e-06,71,1761881101950
BRUSDT,binance,gate,0.0010294139480336,8.481282933060465e-07,27,1761870471494
BSVUSDT,binance,bybit,0.00032072569817133975,3.178803303327e-07,96,1761963022804
BSVUSDT,binance,gate,0.000884130945038,4.816912373638444e-07,66,1761881101967
BTCUSDT,binance,gate,7.493177191447993e-05,1.5572227389864378e-07,38,1761879180126
BUSDT,bybit,binance,0.0003075957467875353,2.0638432423560927e-07,46,1761962088279
BUSDT,bybit,gate,0.0010982067231288,8.00129763935104e-07,7,1761873295745
BUSDT,binance,gate,0.0007610250106561,6.103939650978852e-07,20,1761873295742
C98USDT,bybit,binance,0.0005764008422960453,5.729263203634343e-07,41,1761960214762
CAKEUSDT,binance,bybit,0.00014404013048631453,3.356524668390178e-07,23,1761960214768
CAKEUSDT,binance,gate,0.0003710324189468,5.356491345505499e-07,14,1761875232985
CAKEUSDT,bybit,gate,0.0002680259249774,2.1927594974784585e-07,34,1761880150350
CARVUSDT,binance,gate,0.0004707546907524,4.593056324666374e-07,22,1761877196802
CELOUSDT,binance,bybit,0.0009324491135731273,8.191398280025131e-07,40,1761943533574
CELOUSDT,binance,gate,0.0012424248841794,8.657895002872504e-07,41,1761876212956
CELOUSDT,bybit,gate,0.0003701518415933,1.7170787359755377e-07,56,1761881102034
CELRUSDT,bybit,gate,0.001571529293534,1.2282947668379253e-06,47,1761881102042
CETUSUSDT,binance,gate,0.0008359799007175,4.988660128275142e-07,44,1761881102051
CETUSUSDT,bybit,gate,0.0003722599546153,4.402776566487792e-07,27,1761872362856
CFXUSDT,binance,bybit,0.0002239631192353749,5.2049698623021164e-08,79,1761963022867
CFXUSDT,binance,gate,0.0004707318330856,3.592106947392781e-07,29,1761881102063
CFXUSDT,bybit,gate,0.0003109979986116,3.1467150983025324e-07,29,1761881102061
CGPTUSDT,binance,bybit,0.0002580072536744253,3.0265378842727963e-07,53,1761963022877
CHESSUSDT,bybit,binance,0.0026551250595327,1.981286334755464e-06,38,1761706812215
CHESSUSDT,bybit,gate,0.002513104950741,1.5590138989242104e-06,38,1761706812213
CHESSUSDT,binance,gate,0.0015345751069045,1.0794296750631594e-06,35,1761879180248
CHZUSDT,binance,bybit,0.00015841274217185167,1.1732245092392525e-07,49,1761960214845
CHZUSDT,binance,gate,0.0005365354588202,3.141142819519329e-07,48,1761881102096
CHZUSDT,bybit,gate,0.0002899216215323,1.9603790188522827e-07,68,1761881102099
CKBUSDT,binance,bybit,0.0002515511467358,6.794270853296135e-07,10,1761854915347
CKBUSDT,binance,gate,0.0007845332603991,4.096524867846505e-07,46,1761877196907
COMPUSDT,binance,bybit,0.00016371212339080476,9.72350007503896e-08,62,1761962088401
COOKIEUSDT,binance,gate,0.0011175592075253,1.1380581937335509e-06,58,1761881102146
COOKIEUSDT,bybit,gate,0.001047658914998,7.306626224177918e-07,50,1761881102149
COSUSDT,binance,gate,0.0010119179831985,6.229381052365635e-07,39,1761877196975
COWUSDT,binance,gate,0.0005547383277398,3.258005470479494e-07,38,1761881102177
COWUSDT,bybit,gate,0.0004136976525461,3.218470662629064e-07,40,1761881102174
CROSSUSDT,binance,bybit,0.0008987351394318734,2.569655320071799e-07,93,1761963022966
CROSSUSDT,binance,gate,0.0024627764837188,1.4377334888458352e-06,60,1761881102184
CROUSDT,bybit,gate,0.0005845804706596,3.197460769040083e-07,46,1761881102190
CRVUSDT,binance,bybit,0.00041323107041019,2.23645457835569e-07,65,1761960214924
CTKUSDT,bybit,binance,0.0004301656961119945,2.536355904282032e-07,72,1761959285171
CTSIUSDT,binance,gate,0.001392570594416,9.89960353153909e-07,50,1761881102219
CUSDT,bybit,gate,0.0011671156132442,1.0047677543004123e-06,28,1761866510834
CVXUSDT,binance,gate,0.00129863402929,8.742922782315008e-07,65,1761881102250
CYBERUSDT,binance,gate,0.0014040922894798,8.58132414547957e-07,69,1761880150646
CYBERUSDT,bybit,gate,0.0011661792143584,5.594170593618497e-07,71,1761880150651
DEEPUSDT,bybit,gate,0.0007463709972702,5.787328836729868e-07,53,1761881102275
DEEPUSDT,bybit,binance,0.0001870536258424087,1.1492091730916692e-07,66,1761963023037
DEGENUSDT,gate,bybit,0.0007637105205837,4.978215043865862e-07,25,1761881102280
DEGENUSDT,gate,binance,0.0007761123178991,5.26622404746709e-07,22,1761881102278
DEGENUSDT,bybit,binance,0.00034399271394046723,2.3874776490350874e-07,51,1761963023044
DENTUSDT,bybit,gate,0.0011922590861984,9.670064517625548e-07,56,1761879180506
DENTUSDT,binance,gate,0.0013355708173359,1.163505830524121e-06,63,1761881102289
DEXEUSDT,binance,gate,0.0016276732512923,1.8000138747385226e-06,13,1761705737479
DEXEUSDT,bybit,gate,0.0007051139639374,9.748592851069764e-07,2,1761693915722
DFUSDT,binance,gate,0.0013529119641248,1.3433078964637105e-06,61,1761881102297
DGBUSDT,bybit,binance,0.0041321679330788,5.106235784958356e-06,59,1761880150705
DGBUSDT,bybit,gate,0.0030961736427632,2.8518132267481083e-06,73,1761881102305
DGBUSDT,binance,gate,0.0020222199930497,2.6494241706072098e-06,42,1761881102303
DIAUSDT,bybit,gate,0.0007340265324146,2.750822901953041e-07,53,1761881102312
DIAUSDT,binance,gate,0.0006156921479163,3.6863039954117894e-07,46,1761881102310
DOGEUSDT,gate,binance,0.0001303301731861,2.2590255976381267e-07,31,1761881102322
DOLOUSDT,bybit,binance,0.00027958796414694764,2.0044661297496284e-07,55,1761961146160
DOLOUSDT,bybit,gate,0.0013529899730299,1.4631228600618e-06,41,1761880150744
DOLOUSDT,binance,gate,0.0013103078626097,1.4825215195538482e-06,40,1761881102332
DOTUSDT,binance,bybit,0.00014876840342640206,5.273835573570493e-08,73,1761950912444
DRIFTUSDT,binance,gate,0.0006436025744965,2.794216424244678e-07,50,1761881102360
DUSDT,binance,gate,0.0008782945953985,8.121002652738308e-07,40,1761880150773
DUSKUSDT,binance,gate,0.0014526536285869,9.63885732965296e-07,54,1761881102365
DUSKUSDT,bybit,gate,0.0009456190180671,8.446967153864624e-07,33,1761878192005
DYDXUSDT,binance,bybit,0.0005420853056309562,4.872564904807502e-07,56,1761961146191
DYDXUSDT,binance,gate,0.0009388749528263,5.212333827090956e-07,51,1761881102375
DYMUSDT,bybit,binance,0.0008063471948425892,5.565883106949778e-07,36,1761948134396
EDENUSDT,binance,gate,0.0005410894127708,2.766266598240389e-07,60,1761881102388
EDENUSDT,binance,bybit,0.0004727931323018206,3.2716810215384885e-07,104,1761963023129
EDENUSDT,gate,bybit,0.0011306254227157,3.648393574036314e-07,61,1761881102392
EDUUSDT,gate,binance,0.0010177648150729,5.561677818446272e-07,52,1761881102395
EGLDUSDT,binance,gate,0.0008166282702457,3.406073902384166e-07,52,1761881102405
EIGENUSDT,gate,bybit,0.0006400025093749,2.9612753806046614e-07,46,1761880150847
EIGENUSDT,gate,binance,0.0005988025262904,2.735234080095326e-07,43,1761878192047
ENAUSDT,bybit,gate,0.0003357699854896,1.1726600157986269e-07,61,1761881102421
ENJUSDT,gate,binance,0.00081346042854,6.396533481041756e-07,32,1761878192068
ENJUSDT,gate,bybit,0.0007549741905329,5.820382566818968e-07,22,1761879180664
ENJUSDT,binance,bybit,0.00022960001990979806,4.10611594333922e-07,26,1761936044183
ENSUSDT,gate,binance,0.0004999988172266,1.832868354432047e-07,56,1761879180682
ENSUSDT,gate,bybit,0.0005105121013576,2.223303708845621e-07,38,1761878192082
EPICUSDT,binance,gate,0.0012084774604231,7.441941830450901e-07,40,1761881102450
EPICUSDT,bybit,gate,0.0007304034915824,6.743487411196507e-07,18,1761879180690
ERAUSDT,gate,bybit,0.0007291448063072,2.5707155581036975e-07,46,1761881102470
ESPORTSUSDT,bybit,binance,0.0005281554252547837,4.411425282313321e-07,41,1761958352361
ETCUSDT,gate,binance,0.0003478784580887,1.4875153067508978e-07,55,1761879180726
ETCUSDT,gate,bybit,0.0003696376303829,1.489586922038697e-07,53,1761878192127
ETHFIUSDT,gate,bybit,0.0004830451012419,1.5436782321148508e-07,65,1761881102492
ETHWUSDT,gate,bybit,0.0006052980781652,6.449489089116649e-07,11,1761854004521
ETHWUSDT,gate,binance,0.0009274654191346,5.020252221716713e-07,35,1761878192153
ETHWUSDT,bybit,binance,0.00065148126439629,2.698281846579509e-07,110,1761963023228
FARTCOINUSDT,gate,binance,0.0003343064833714,2.643074458111418e-07,31,1761876213514
FARTCOINUSDT,gate,bybit,0.0005626779543183,2.446555253710913e-07,39,1761878192176
FFUSDT,gate,bybit,0.0006926377779382,3.02541559359211e-07,47,1761878192183
FIDAUSDT,bybit,gate,0.0011573997616233,9.752550673273577e-07,35,1761877197398
FIDAUSDT,bybit,binance,0.00036466240711302154,1.0788330849425444e-07,82,1761960215202
FILUSDT,gate,binance,0.0002894089465154,3.807384583825913e-07,24,1761703604877
FLMUSDT,binance,gate,0.00137210598174,8.838555632093992e-07,39,1761879180812
FLMUSDT,bybit,gate,0.0008733333559888,8.267034225682894e-07,35,1761875233623
FLOWUSDT,bybit,binance,0.0008842114597461,4.630233079713622e-07,32,1761878192235
FLOWUSDT,gate,binance,0.0009490954813868,7.467260859386068e-07,42,1761878192233
FLUIDUSDT,gate,binance,0.0007307616804814,4.207903970040034e-07,42,1761878192243
FLUIDUSDT,gate,bybit,0.0004538898575812,6.303911127953974e-07,14,1761878192241
FLUIDUSDT,binance,bybit,0.0001113555663147,6.715420557677241e-07,10,1761873296396
FLUXUSDT,bybit,gate,0.0003190548731555,4.853152594071264e-07,37,1761881102614
FORMUSDT,gate,binance,0.0004176905563201,4.936110097686972e-07,22,1761878192259
FORTHUSDT,bybit,binance,8.255971343237026e-05,5.780051026025938e-07,18,1761954664284
FORTHUSDT,bybit,gate,0.0011521390211953,5.634677317104215e-07,55,1761881102629
FUSDT,bybit,gate,0.0002981303870233,3.321116252327631e-07,34,1761881102640
FWOGUSDT,gate,bybit,0.0012154641565292,5.868155239036896e-07,24,1761876213637
FXSUSDT,bybit,binance,0.0009878372408811,2.876222335265925e-07,36,1761706812764
GASUSDT,gate,binance,0.0007994865926849,5.918150566330105e-07,17,1761878192313
GASUSDT,bybit,binance,0.0003272018023355637,2.1155451806481185e-07,62,1761959285521
GLMRUSDT,gate,bybit,0.002053984610497,1.351411454737506e-06,66,1761880151190
GLMUSDT,bybit,binance,0.0005731772658122383,2.4437600813505373e-07,70,1761962088837
GMTUSDT,binance,bybit,5.295948374565249e-05,2.791555434070295e-07,27,1761963023360
GMXUSDT,bybit,binance,0.0005858269230788235,7.342265805391947e-08,101,1761963023366
GOATUSDT,gate,bybit,0.0005541296269835,3.8256977337357333e-07,23,1761880151252
GOATUSDT,gate,binance,0.0006711589245255,3.322526443905966e-07,35,1761881102701
GRASSUSDT,gate,binance,0.0007341013879959,4.041508214976738e-07,33,1761881102715
GRIFFAINUSDT,gate,binance,0.0008975008765199,5.202826139810098e-07,36,1761878192385
GRIFFAINUSDT,gate,bybit,0.0012013454470461,7.809766635673316e-07,12,1761878192383
GRTUSDT,gate,bybit,0.0005462052032364,2.710755717282812e-07,32,1761878192393
GRTUSDT,gate,binance,0.0005263412679773,2.9622077800304297e-07,30,1761880151309
GRTUSDT,bybit,binance,0.00024203414913099387,1.9359237235363975e-07,37,1761951850904
HANAUSDT,binance,bybit,0.0006497909753023057,4.403118256926384e-07,33,1761957428666
HBARUSDT,gate,bybit,0.0003888864016653,2.1347622311786425e-07,41,1761880151392
HBARUSDT,gate,binance,0.0003918437355252,2.0967747121734706e-07,41,1761879181043
HEIUSDT,gate,binance,0.0012316450483331,4.5324737553706163e-07,44,1761881102767
HEMIUSDT,gate,binance,0.0008278646692957,6.326975051228034e-07,21,1761880151414
HEMIUSDT,gate,bybit,0.0011109910489063,1.258994263971231e-06,26,1761880151411
HIFIUSDT,gate,bybit,0.0040334071942499,6.1109889307023935e-06,22,1761706812917
HIPPOUSDT,bybit,binance,0.0006647443455984056,5.831652103049344e-07,25,1761947215949
HOLOUSDT,bybit,binance,0.00026365523402211864,2.960498867046469e-07,33,1761958352637
HOLOUSDT,gate,binance,0.0003586711393513,8.489684271160107e-07,5,1761875233959
HOMEUSDT,gate,binance,0.0009126842664731,4.886400683305107e-07,48,1761880151540
HOOKUSDT,gate,bybit,0.0002321973587271,7.001084864988574e-07,9,1761880151555
HOOKUSDT,gate,binance,0.0002929284496424,6.654347953146939e-07,10,1761873296650
HOOKUSDT,bybit,binance,0.00044330872298526443,1.4082469549271464e-07,83,1761963023485
HOTUSDT,binance,gate,0.0006264145614853,5.506470118039079e-07,52,1761880151560
HUMAUSDT,binance,gate,0.0010690266158031,4.399744415834527e-07,56,1761881102863
HYPEUSDT,gate,binance,0.0002851025112346,1.263696573681221e-07,48,1761880151609
ICNTUSDT,binance,gate,0.0019874176734035,3.471368441545812e-06,46,1761880151617
ICPUSDT,gate,binance,0.0003149817290207,2.498225994188681e-07,32,1761880151636
IDEXUSDT,binance,gate,0.0044921235808587,3.052969589061907e-05,52,1761881102916
IDUSDT,binance,gate,0.000864158107026,5.691894924265147e-07,43,1761879181248
ILVUSDT,gate,binance,0.0005409188067376,3.889723657755346e-07,26,1761876213957
ILVUSDT,gate,bybit,0.0005552027222723,4.865929062920074e-07,16,1761873296732
ILVUSDT,binance,bybit,0.0003910192110492,4.652826803657307e-07,26,1761877197803
INITUSDT,bybit,gate,0.0006278687818396,6.299379921628234e-07,63,1761881102949
INJUSDT,gate,bybit,0.0003108049870093,1.517220114901951e-07,43,1761879181298
IOSTUSDT,binance,gate,0.0008535783454767,3.699740342966727e-07,64,1761881102975
IOSTUSDT,bybit,gate,0.0008062098453868,4.2794644876421525e-07,57,1761881102973
IOTAUSDT,gate,bybit,0.0007454918394577,5.201548412061109e-07,16,1761861621953
IOTAUSDT,gate,binance,0.0007654595874994,4.032591612542999e-07,34,1761878192660
IOTAUSDT,bybit,binance,0.0003297347308937632,2.0177210730400032e-07,56,1761963023585
IOTXUSDT,bybit,gate,0.0009032449506287,1.0423470277438616e-06,50,1761881102986
IOTXUSDT,bybit,binance,0.00028526347822982944,3.996644784817054e-07,30,1761962089075
IOUSDT,gate,binance,0.0006344003399742,6.815860839526179e-07,15,1761856767576
IOUSDT,gate,bybit,0.0007781281401429,3.907389999958273e-07,27,1761873296809
IOUSDT,binance,bybit,0.0003768141369842734,1.9141095770385423e-07,73,1761963023596
JASMYUSDT,gate,bybit,0.000482449148203,3.810326330797658e-07,24,1761874250210
JASMYUSDT,binance,bybit,0.0002581295624768324,4.638409394371995e-07,17,1761963023608
JELLYJELLYUSDT,bybit,gate,0.0005630559580916,5.597242736411553e-07,20,1761879181387
JTOUSDT,binance,gate,0.0006442214418986,3.9400497378536354e-07,34,1761880151833
JUPUSDT,bybit,binance,0.0001488344227064245,1.87207650245623e-07,35,1761959285825
JUPUSDT,gate,binance,0.0004383747083875,2.938724234155665e-07,39,1761879181419
KAIAUSDT,gate,bybit,0.0002179380843034,5.001248525924512e-07,16,1761881103071
KAIAUSDT,binance,bybit,0.0002418037115829,2.644541700372103e-07,38,1761881103068
KAITOUSDT,bybit,gate,0.0003151692371472,2.4752691953997825e-07,38,1761878192744
KASUSDT,bybit,binance,0.00022394528457906216,7.532410750479945e-08,85,1761963023648
KASUSDT,bybit,gate,0.0008532867414646,1.9867140877899586e-07,78,1761881103085
KASUSDT,binance,gate,0.0005535698648291,1.8458046725297465e-07,70,1761881103088
KAVAUSDT,bybit,binance,0.00028604829083954435,1.813003193374254e-07,53,1761953730391
KAVAUSDT,bybit,gate,0.0008524041028479,6.194697597029794e-07,51,1761880151901
KAVAUSDT,binance,gate,0.0008958919936557,8.883926915732745e-07,44,1761880151903
KMNOUSDT,bybit,gate,0.0005654661765286,3.477095675446552e-07,42,1761881103139
KMNOUSDT,binance,gate,0.0006617858654463,3.6040052506300233e-07,56,1761881103135
LAUSDT,bybit,gate,0.00048482732649,1.848802345919873e-07,62,1761881103179
LAYERUSDT,binance,gate,0.000825431828177,4.957633461322229e-07,64,1761881103182
LDOUSDT,bybit,gate,0.0005082389460179,4.689948294169739e-07,23,1761877198039
LDOUSDT,binance,gate,0.0003977441604489,4.33475771260413e-07,21,1761877198041
LIGHTUSDT,gate,binance,0.0017309793217697,6.632113010472421e-07,67,1761881103196
LINEAUSDT,gate,bybit,0.0007480972833447,4.845562630931979e-07,17,1761869470360
LINEAUSDT,binance,bybit,0.0002353323459945,3.060335226542567e-07,35,1761870473028
LISTAUSDT,binance,bybit,0.0001178256591008,7.481795146703225e-07,7,1761880152021
LPTUSDT,binance,bybit,0.0002463190449045361,1.6037493345231742e-07,52,1761960215700
LPTUSDT,binance,gate,0.0008388399802497,2.979993060110036e-07,62,1761881103231
LQTYUSDT,bybit,binance,0.0006043210151344665,1.8403860161728874e-07,98,1761963023748
LQTYUSDT,gate,binance,0.0010967018984588,6.57961721985778e-07,64,1761881103239
LRCUSDT,binance,gate,0.0007284222950756,5.259413416850585e-07,58,1761880152046
LTCUSDT,gate,binance,0.0003223755911729,1.755487320073172e-07,41,1761881103261
LTCUSDT,gate,bybit,0.0003484574636089,1.902036155770358e-07,41,1761881103259
MAGICUSDT,binance,bybit,0.0002924726713015554,2.1992106477664546e-07,48,1761943534550
MAGICUSDT,binance,gate,0.0012325636835018,5.683848987056025e-07,58,1761881103294
MANAUSDT,binance,bybit,0.00028461841502883974,2.77847669572892e-07,31,1761962089279
MANAUSDT,binance,gate,0.0006430336877716,3.973991229430444e-07,41,1761881103303
MANAUSDT,bybit,gate,0.0006066213347151,3.8436222958338253e-07,61,1761881103301
MANTAUSDT,binance,bybit,0.00018651521897755012,3.7631328558668913e-07,35,1761962089286
MASKUSDT,gate,bybit,0.0007500411675649,3.6625160634206906e-07,41,1761873297123
MASKUSDT,binance,bybit,0.00014199044936680151,5.57959795406106e-07,13,1761948135076
MAVIAUSDT,gate,binance,0.0008187038493884,4.873273275226484e-07,56,1761880152129
MAVIAUSDT,gate,bybit,0.0011945975420137,8.3865433344782e-07,40,1761873297136
MAVUSDT,bybit,gate,0.0011223636732903,8.03862664955113e-07,65,1761881103332
MELANIAUSDT,bybit,gate,0.0005721353347255,6.480350125343516e-07,55,1761881103350
MEMEUSDT,binance,gate,0.0006325906730346,3.9371939279642985e-07,40,1761880152163
MERLUSDT,gate,binance,0.0002316504693859,6.214074586081614e-07,11,1761880152174
MERLUSDT,gate,bybit,0.000290341942513,9.54889947955036e-07,2,1761666843122
MERLUSDT,binance,bybit,0.0001663561760749221,6.273831577771522e-07,11,1761955589831
METISUSDT,bybit,gate,0.0012316742296836,7.951040880439777e-07,63,1761880152179
METISUSDT,binance,gate,0.0010004906989672,8.183551353514689e-07,53,1761880152181
MEUSDT,bybit,gate,0.0008420336247315,6.159498597469251e-07,47,1761881103414
MEWUSDT,binance,bybit,0.000342847662473,2.389952803424234e-07,46,1761876214395
MINAUSDT,binance,gate,0.0006797889069127,8.381476901263827e-07,30,1761877198244
MINAUSDT,binance,bybit,0.000483861142775,4.598042654153627e-07,29,1761881103428
MITOUSDT,binance,gate,0.0015981980700617,1.8676475766848845e-06,46,1761880152230
MITOUSDT,bybit,gate,0.0012988194714259,1.9390530561155228e-06,38,1761880152233
MOCAUSDT,bybit,gate,0.0008428596624132,4.546651236779319e-07,72,1761881103452
MOODENGUSDT,bybit,binance,0.0002842573488843,6.062313466965564e-07,12,1761689539444
MOODENGUSDT,bybit,gate,0.0004434960812092,2.1068813877539186e-07,48,1761881103461
MOODENGUSDT,binance,gate,0.0018031320022021,4.099419454979228e-07,71,1761881103459
MORPHOUSDT,binance,gate,0.0003387783730123,3.94951443161321e-07,33,1761881103467
MORPHOUSDT,binance,bybit,0.00030826070913476993,5.631564995586247e-08,85,1761963023901
MOVEUSDT,binance,gate,0.0007109115815164,5.774873153481714e-07,39,1761880152274
MOVEUSDT,bybit,gate,0.0007462493597864,5.13445549096597e-07,42,1761880152272
MOVRUSDT,binance,gate,0.0007321186834519,3.3033290636951217e-07,55,1761881103484
MOVRUSDT,bybit,gate,0.0011129779261749,4.534392133046886e-07,65,1761881103482
MTLUSDT,binance,gate,0.0012582007913284,9.558612325890064e-07,53,1761881103490
MYROUSDT,binance,gate,0.00080624205071,5.421558878482581e-07,24,1761876214504
MYXUSDT,bybit,gate,0.0004653575038498,7.753853052774786e-07,7,1761881103517
NEARUSDT,gate,binance,0.0004341718391618,1.8169495455861834e-07,49,1761881103533
NEOUSDT,bybit,gate,0.0005495586795759,4.359401445722635e-07,58,1761880152360
NEOUSDT,binance,gate,0.000523586439224,5.636564384529376e-07,45,1761880152363
NFPUSDT,binance,gate,0.0010326730998396,1.142389600440327e-06,29,1761880152385
NILUSDT,binance,gate,0.0009322953020708,5.372931220715585e-07,53,1761881103564
NILUSDT,bybit,gate,0.0002766472364876,3.718025953308829e-07,28,1761878193211
NKNUSDT,binance,bybit,0.000525049793174188,8.37100693093407e-07,65,1761963023982
NKNUSDT,binance,gate,0.0011469091276841,9.797283227246796e-07,26,1761880152403
NKNUSDT,bybit,gate,0.0007083201530815,1.0729432064205677e-06,24,1761877198404
NOMUSDT,bybit,gate,0.0005804249075214,2.871230745657078e-07,68,1761881103594
